375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,375.4908,69.8634,39.4272,76.59,35.1426,25.4634
69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,69.8634,609.4122,71.7282,77.3892,45.7542,25.53
39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,39.4272,71.7282,497.835,112.665,83.2944,33.2112
76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,76.59,77.3892,112.665,167.9652,109.779,55.6776
35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,35.1426,45.7542,83.2944,109.779,135.9972,73.2378
25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.4634,25.53,33.2112,55.6776,73.2378,120.3906
